tweet,Content
"#ProphetMuhammad can be analyzed through the act of ""Jihadis"" in this world. if his teaching is scrutinized, only blood will come out of Non Muslims in entire world. So Mohammed was not at all a personality to be admired and those admire him are hatemongers under cover URL",HOF
Achcha to bhagawa gunde kis ke h rss kon h hame nhi pata haa sharam karo,HOF
?????? ??? ???? ???? ??? ??????? ?? !!!,NOT
toh unke khilaf awaz uthane ke liye kya dimag nahi tha?,HOF
"RSS wale tum log ke baap hai.
Pair chuo abbu ke oo sorry mai to bhul hi gya ki tumlog use pujte ho jisne satta ke liye apne baap ko hi bandi bana liya aur apne bhaiyo ko mar dala(chutiya aurangjeb).",HOF
"??????,???? ???",HOF
muslim bhi dekho sare ke jese hi h aatan....badi,NOT
"RSS kya  ... Abto mujhe bi lgne lga hai Hindu ka bi ek terrorist group hona chahiye bc . Gunde to bht choti baat ho gai
#ProphetMuhammad jaise ko admire krne wale insaan ho hi nahi skte",HOF
"Haan tumhein nahi pata rss kaun hain.
Rss kya hai?",HOF
Gunde aur Atankwadiyo me fark hota hai jaahil momin,NOT
terrorists ki top 100 list dekhna...konsa religion hoga ..dekh lena .. afganistan me RSS ki brach hai kya...iran me ? vanha kya...?,NOT
Sharam kar converted rapist Muhammad ki follower.,NOT
First read about him who was he what he did for humanity and then come ????,NOT
Hum kuchh kehdenge to firse pareshan ho jaoge.  #IStandWithNupurSharma #IStandWithNaveenJindal #BoycottQatar #ShameOnBJP #ShameOnBJPGOVT,NOT
First watch this video and other series of Jafar Heretic YouTube channel URL,NOT
Are Jaanwar bhi aisa nahi karte jo Karnaame Poppat ne kiye hai..,HOF
"Nothing , go and read what he did with women and Childern of Jewish tribe of Banu Qurayza. I m talking about women and children, not the men he ordered to be beheaded. URL",NOT
"Are yaaaaaaaaaaaaaaaaar 

Ek bhi Banda, ek single Banda bhi answer nahi de raha hai ki kyu kiya tha shadi. Bas sab ek hi baat laga ke baithe hai ki pado uske bare me pahle. 

Abey sale tune pada hai na. To tu hi bata de, sare logo ka muh band kar do sahi jawab dete. Lekin nahi",HOF
"""Humanity nowhere in islam""thats my take
Watch ex muslims live streams to know more about real islam????
URL",HOF
"URL
Read and watched ??????",HOF
"I read about him , i read Quran and Hadith too , you know what was the outcome? I renounced Islam im an atheist now ?? 
I suggest all muslims go and read about him!",HOF
"Slaughter (or had slaughtered) thousands, stole cities such as Jerusalem, made sure the Middle East stayed in the Middle Ages, married a six year old, need to say more?",HOF
"Ram ne tna Prem Sita maa se kiya to Phir V Use Aag mein Q baithaya?,, Krishna ne Q 16k ladhiyo se sahdi kiya?,, Mohammad ne Choti bachi se shadi Q kiya?,,.  Sab ka Ans use Jagah se, Pyar se padh ke samaj ke dekho,, Har ans acha milega.. Kisi ko niche girane ke liye mat sikho.",HOF
Bharosa.. Bharosa tha usko Biwi pe.. Halala waale yeh baat nahi Samzenge ??????,NOT
"bhai ye jo kuch thode  padhe likhe bhi aise hi h inka kuch nhi ho skta 
buddhi ke ek kone me asmani kitab  chlti rehti h.",HOF
buddhi k ek kone me aasmani kitab...??????????????????????????????,NOT
Murkh manav pahle whatsapp university se nikal kar nabi ki bato ko sahi padh tb pata chalega tujhe wo hasti koun hai,NOT
"Wah ek aur Banda ????????
Sir aapne pada hai ?",NOT
Hume nhi padhna kisi rapist ki jhooti kitab ko.,HOF
CHAL NIKAL MADARSA CHAP KATUA. MULLA TERRORIST.,HOF
Aur tera dharam toh dekh kya sikhata hai ghu khana bhakto ko aur muslim ki mob linching aukat mai Rah samjha ghu khane wale,HOF
*Terrorists ki mob lynching krna kahin se galat nhi ahi duniya se cancer khatm krne ki chhoti si shuruwaat hai bss ??,HOF
Suar sale patthar sirf chala sakte hai,NOT
"Come out from WhatsApp &amp; Facebook Universities.

How many degrees you got from WhatsApp &amp; Facebook's Universities?",NOT
facts are fact ...the muslim extreme society should have tolerance if they defend it by saying it goes against their belief then i dont thik any muslim will ever supoort the mob lynching of any muslim becoz of beef eating and hallal meat procedure by extrmist saffronist,HOF
Blind statement... Please read quran and hadis,HOF
I don't have time to read can you please show me the original statement given in islamic books about marrige of Mohammad and how it is different form what nupur Sharma said?,NOT
Abe madarc*d thora padh lya hota km se km apna kitab to Aaj ye sawal nhi puchte tum,HOF
Teri comment se teri aukat pata chalti hai,HOF
"Kindly take action againt this person for spreading regular hate on this page by posting un-appropriate things and creating hate between two communities.
USER",HOF
"FYI, please take action",NOT
#ProphetMuhammad URL,HOF
Wa rey baklol koii Muhammad gandu ko achha boldey toh wo achha nahi toh wo gawar jahilo gandu Madarchod Muhammad,HOF
"Google search hai bkl ye kbhi bhi bdl skta hai, aur tumllogo ko to google boycott kr dena chahiye uska ceo ek kaafir jo hai ??????",HOF
"Listen it brother with positive mindset ,u will absolutely love dz religion..
URL",HOF
A positive reply from a positive muslim women on the same positive video by a positive mulllllla. URL,NOT
"Who is the first terrorist of India, and thereafter who killed Indira Gandhi, Rajiv Gandhi and the list goes on.",NOT
You really want to talk about the list ?,HOF
"Congress bahut shant hai.
Congress ke sabse sabse intelligent neta ne abhi tak koi tweet nahi ki.???? URL",NOT
Ek hastag run Kiya hai to mr modi pairo me agaya succho agar is se bada kuch Kiya hota to kya hota........ URL,HOF
this account is spreading Islamophobia and promote Hindutwa terrorism. Plz take action. USER,HOF
Cry??,NOT
It is ridiculous that Arab and Islamic countries are angered by Indian politician #NupurSharma for speaking the truth about #ProphetMuhammad who indeed married Aisha when she was six years old and consumed the marriage when she was nine. Why does India apologize?,HOF
Didnt apologize. Just distanced itself from it.,NOT
"Means, distancing from truths/facts? What's already written? Again why? Votes? Appeasement? Why?? ??",HOF
So go and tell the truth of paramahamsa who married a girl of age 5 the guru of swami vivekanada. Tell the truth about jansy rani while she was married to a king of age 45 when she was only 13 years old so telling truth must be equal to everyone irrespect of  caste and religion.,HOF
"Jshsj

truth hurts ???? thanks sir",HOF
Its written in your vedas that brahma made her daughter saraswati with his semen ! What if i say this on national tv ! Won't you get hurt ?,NOT
Is that also hurted ?  Btw  we  know  the reason behind this. Baki abhi tum apne  jism ki pyas  bujhane  k liye   mard se  milti hogi ya  tmhe  koi mard  is  liye  milta hoga  lekin pehle aisa  ni hua  krta  tha govar bhakt URL,NOT
bullshit,HOF
Islamophobic BJP suspended Nupur Sharma after they found her reading Hadith and quoting it.,NOT
"Well i just want to say, they are MODI nad SHAH no one can predict him 
There are many reson for action by bjp 

2024 only modi , as can't see pappu or didi or bhaiyaji or kejari ji as pm . do u ?",HOF
Thanks a lot sir for standing with the truth.,NOT
is right. Here's the proof for that. URL,HOF
The truth hurts them,NOT
Show me where is the truth hahahahahhaa . This is how you worship cows . Your brain is problem like cows can't think,NOT
Well if i say the truth about your religion you're gonna be deaf too hahahahhah,NOT
"Does it? Awaiting your reaction to this. Let me guess, you will claim its fake, misinterpreted or debunked???? URL",NOT
"Because we are pragmatic.  Just wait till the time when we are self-sufficient.  
We know what we need to do right now.",HOF
This can only be explained by any Islamic scholar on scientific grounds.,NOT
"In modern countries we call it pedophilia.
Nothing to do with science or if do you mean it is genetic disorder?",HOF
"India has not apologised. Only a tactical diplomatic mannerism, as many Indians are dependent on gulf economy.",HOF
Lol.,HOF
why? cos of oil dependency URL,NOT
"As per the Skanda Mah?-Pur??a, at the time of their marriage, goddess S?t? was 6 years old.

It was a common practice. Not specific to religion or group of people",HOF
well said sir ???? URL,NOT
"Don't you ever use freedom of speech as a tool to disrespect prophet Mohammed (PBUH), you may be dutch leader, but not ours... So kindly respect the man who gave light and order to dark world.........",NOT
We are not robots who follow skybook,HOF
"Respect is a give and take business....
You all rather start respecting others deities first....
I don't say you pray them",NOT
"Why are you joking, what are you saying he show light, go and study in a good school not in madrsa,
Madarsa chaap
Dhakkan band...",HOF
What a joke....,HOF
"Surname, Bhat &amp; “our prophet”?? ????",NOT
Par ye to batado bhai jaan jo nupur ne bola vo sahi hai ya galt...ham sab jo ni jante vo abhi bhi confused hain,HOF
A child molester should be jailed .,HOF
Thank you have a ??day fact checker.,HOF
Now the world will get to know about the #Prophet Muhammad . Thanks,HOF
Thank you that coz f you not only follow you but fear with you as well about your next game..i salute to you..,HOF
"For an apparent'HURT-SENTIMENT""that Oxymoronically doesn't exist,Cant exist since Combined Collective of Ola-Oil-Oomphed-Umma endorsed a victimized outrage on Truth,Backed Arson,Riots,Put BOUNTIES,Even Neck-Operations in supposed""LOVELY SENTIMENT""
Wont WHISPER on Dragon though!??",NOT
"Oh
Is This the issue.
Past is past..
Did he suggested to his followers to do same thing
No I guess,
Even poor muslim girls are not marrying this much early.
If yes then need to upgrade it like 3ple Thalak.

In India
Still few Hindus are encouraging early marriage.
1st stop them.",HOF
Still divided! why can't you guys come together? Early marriage in India was brought by Mughals. The ladies were well respected in Indian Society before Mughals. No one marry a child at age of 6 in India. We well know the women position in Muslims so keep your knowledge with you.,HOF
How can  u say poor muslims are not maring this early ...if a hindu marries this early then it's agaisnt law ..but a muslims girl can get married at age of 9 today also becuase that what their religion is about and it's in their sharia or personal law..so first check facts plz,HOF
"?????? ??????? ,????? ?? ????? ?? ?? ??, ???? ???  ?????? ?? ????? ?? ??? ???? ?? ????? ???? ???? ??? ????? ???? ?? ????! URL",HOF
"Pagans of Arabia who were the toughest ever enemies of prophet (pbuh) didn't object to the marriage, neither Ayesha RA nor her family objected to it, rather it was proposed by her family,she herself was  extremely proud to be prophet 's wife,what's problem with u &amp; people like u?",HOF
"6 year old girl was extremely proud to be a wife of 54 yr old.. 
Good.. get on with it.
#ProphetMuhammad 
#ProphetMohammed 
#IsupportNupurSharma 
#Islam 
#NupurSharma",HOF
Read all URL,NOT
Sahi bukhari 5134,HOF
"Meanwhile is retweeting tweets of Arab/Qatar/Indonesia etc etc against India.

you have cleared many things today !!!!!",NOT
zakir nayak same word repet nupur sharma then ?URL,NOT
"????????? ?? ???? ?? ??? ????? ?? ????? ?? ????? ??? #ProphetMuhammad ?? ???? ??? ???? ?? ????? ???? ?? ?? ??? ??? ???

?? ?? ???? ??? ?? ??? ??? ? ??? ?? ?? ?????? ?? ?????? ??? ?? ?? ???????

???? ?? ????? ????,?? ?????
URL",HOF
"????????? ?? ???? ?? ??? ????? ?? ????? ?? ????? ??? #ProphetMuhammad ?? ???? ??? ???? ?? ????? ???? ?? ?? ??? ??? ???

?? ?? ???? ??? ?? ??? ??? ? ??? ?? ?? ?????? ?? ?????? ??? ?? ?? ???????

???? ?? ????? ????,?? ?????
URL",HOF
If you feel strongly about your anti-Islamic views then debate me on the matter if your English is good enough for it.,HOF
"This question has been addressed so many times. Again here you are to spread shit again.
At the time of the prophet no one had a problem with him marrying aisha(ra). Because it wasn't considered wrong.
This wasn't the issue untill 1800. Thread (1/2)",HOF
Sometimes explanation makes things even worse. Just leave it as it is.,NOT
"Nupur said the same na? 
You're literally justifying pedophilia. You have lost your mind. A six yr old kid don't know what is marriage. How her will matters?
Come out of kabila world of arab. Only people who used to rides donkeys in deserts believes earth is flat, others didn't.",HOF
"This question has been addressed so many times. Again here you are to spread shit again.
At the time of the prophet no one had a problem with him marrying aisha(ra). Because it wasn't considered wrong.
This wasn't the issue untill 1800. Thread (1/2)",HOF
Sometimes explanation makes things even worse. Just leave it as it is.,HOF
"Nupur said the same na? 
You're literally justifying pedophilia. You have lost your mind. A six yr old kid don't know what is marriage. How her will matters?
Come out of kabila world of arab. Only people who used to rides donkeys in deserts believes earth is flat, others didn't.",HOF
"Thank you for exposing ,
 
Now the truth is lying naked in front of whole world ,

More power to you

Truth is really powerful!!
It finds a way?
URL URL",HOF
"Aisyah r.a. herself admits in her words, ""When a girl reaches the age of 9, then she is already a woman"".",HOF
Translate it yourself kk ?? URL,HOF
"There is no oddity in this case, because women living in hot climates reach puberty faster, mature faster and are ready to become wives earlier.",HOF
"Same  Words  Spoken  By  This  Maulana  ZAKIR  NAYEK ,,, 
Whether  He  is  Wrong  Or  Hadid  Are  wrongly  Written ,,, 
?????????? URL",HOF
"While you’re at it
Maybe you can ask yourself and her why she is screaming like a banshee when her own books are woven with examples of this which was a cultural norm for the day and age of those people. URL",HOF
nah it’s lie  gimme your  source please,HOF
"Furthermore if you’re going to quote history. Learn the context of that time period? ??????? 

Needles to say Napur, if you're going to bang on about something which your own religious leaders have practised ???????  try not to be from a nation where the below stat is a modern day norm ??????? URL",HOF
"It's actually funny to see how much efforts your are putting to justify the act! 

Anyways still don't understand if you &amp; all your clan accepts this fact, then why all this fuss ?",HOF
??,NOT
"?? ?????????? ?? ?? ??? ?? ??????? ??? ?????? ??????? #NupurSharma ?????? #ProphetMuhammad ?? ???? ??? ?? ????? ?? ??? ????? ???, ????????? ?????? ??? ???? ?? ???? ?? ?? ?? ?? ?? ??? ?? ?? ?? ?? ?? ?? ??? ?? ?? ?? ???? ???? ?? ?? ???  ???? ???? ????? ?????? ???",HOF
"?? ??????? ????? ?? 6 ??? ?? ??????? ????? ?? ???? ???? ??? ???? ???? ?? ?? ?? ???? ?????? ?? ????? ?? ????? ????? ?? ???? ????? ?????? ?????, ????? ???? ?? ?? ????? ?? ?? ???? ????? ?? ????? ????? ???? ????? ?? ????? ?? ?? ???? ???? ???? ?????? ??????? ??????? ???? ??? ??? ???",HOF
Thankyou so much  sir for stand with truth URL,HOF
Chus bhi le uska,HOF
"Thnks for ur support 
Hadiits ..Marriage Tales or Co(k-Tales
Sunan an-Nasa'i 3378

It was narrated that 'Aishah said:

""The Messenger of Allah married me when I was six, and consummated the marriage with me when I was nine, and I used to play with dolls."" URL",HOF
"Bcz aysha was not six she was nine when was married to prophet s.a.w.
Also was mature mentally as well as Physically,
""Cuz maturity depends on the nutrition and nationality.""
Also look at the status of Hazrat e ayesh.
She is considered as the mother of believers,",HOF
"Accepted. But that should b the law for application on Muslim males, universally, to marry a bride of 6 or 9, when it is a sunnat, as mentioned in Hadees? Why not even 1 of the 57 Islamic countries respects this Sunnat?",HOF
"Nupur Sharma excectly said what this guy is saying &amp; anyone can read this in hadith. 

If you still don't agree than you guys exposed yourselves. URL",HOF
What can you do this man saying the truth?,HOF
?? ???? ???? ???? ??  ??? ?? ??? ??? ?? ?? ?? ?? ???? ???? ??????,HOF
?? ??????? ?? fountain ???? ?? ???????? ?? ???? ??? ?? l apology extend ?????,HOF
?? ??? ???? ??? ???? ???? ?? ?? ???? ??? ???? ???? ?? ??? ???? ?? ?? ??????? ?? ???? ????? ?? ???? ?? ????? ??? ????? ???? ???? ?? ??????? ????? ???? ??? ????? ???? ?? ??? ?? ???? ?? ???? ?? ?? ??? ?? ????? ?? ???? ?? ?? ???? ?? ??? ??? ???????? ?? ?? ??? ??? ?? ???,HOF
"Are bhai agar hamare dharmguru k bare me jo baat sach hogi to hme bura nahi lagega , jaise aapke paegmber ki baat sach hai",HOF
????? ??? ??? ??????? ????? ??? ?? ?????? ?? ??????? ???? ???? ???????? .???????? ?????? ?? ?? ??? ?? ??? ?? ????? ??????? ?? ????? ???? ????? ?? ?? ????? ?? ??? ??? ?? ??? ?? ????? ????? ???? ?? ?? ????? ???? ?? ?? ?? ?? ????????? ?? ?? ???,HOF
????? ?? ????? ??? ???? ?? ??? ?? ????? ????? ?? ??????? ???? ?? ???? ??? ??? ?? ??????? ????? ??? ? ??? ?? ??? ????? ?????? ?? ???? ??? ?? ?? ???????? ????? ???? ??? ?? ?????? ?? ?????? ?? ????? ??? ?????? ?? ?? ?,HOF
?? ????? ???? ??? ?? ?????? ??? ???? ???? ??? ????? ??? ?? ?????? ????????? ?? ?????? ??? ??? ???? ?? ???? ?? ??? ????? ???? ???? ?? ???? ?? ?????? ?? ???? ?? ????? ????? ???? ?? ??? ???? ?? ????? ??? ???? ?????? ?? ?? ?? ???? ??? ?? ?,NOT
Tum baat kr rhe ho Dharam guru ki yaha har dusre din koi civilian yaa koi molvi Hindu devi devta pe ungli utha ta hai tab to koi mudda khada nahi krta ! Aur vese bhi tumhre ek aur dharam guru Zakir naik ne ye apne hi ek show me kaha tha ki tumhre dhrm guru ne kri thi shadi,HOF
"?? ?? ?? ?? ??? ????????? ??? ????? ?? ????? ???? ?? ,??? ????? ?? ????? ???? ??? ????? ???? ???????? ???? ??????? ?????? ???? ???? ????? ?? ?? ???? ????? ?? ?? ?????? ?? ??? ?? ?? ???  ?? ????? ???? ???? ??? ????? ?? ????? ???? ??? ?? ????? ???? ?? ???? ????",HOF
?? ?? ?? ????? ???? ?? ????? ??? ???? ????? ?????? ???? ??? ????? ????? ?? ??? ?? ??? ???? ??? ???? ?????? ?????? ?? ??????? ?? ????????? ???? ??? ????? ??? ????? ????? ?????????? ??? ??? ????? ?? ???? ?? ?????? ????? ???? ????? ?? ?? ???? ???? ??? ????? ?,HOF
"Tere jaise dhakkan chaap hi atankwadi bante hai.
Nupur sharma ji ne agar kucch galat bola hai to wo bta??",HOF
"Badhiya... Dharam guru ho galat to kaho...,, It was tit for tat... Arab countries were not knowing what other side said so listen whole speech n judge",HOF
?? ??? ??? ???? ?? ??? ?????? ??? ?? ???? ???? ??????,HOF
??? ??? ???? ???? ????? ?? ?? ??? ?? ???? ?? ??? ??? ??? ????? ?? ?? ????????????? ???? ???????? ??? ?? ??????? ???? ???? ?? ???? ??? ????? ???? ???? ?? ?? ?????? ?? ??? ???? ???,HOF
"????-?????? ????? ?????? ?? ?????? ???? ?? ???? ?? ??? ?? ??? ??? ?? ??????? ?? ??????? ?? ??? ?? ?? ??? ????? ???? ???? ???? .
?????????? ??? ?? ???? ??? .",HOF
???? ???? ??? ???? ??? ?? ?? ?????? ?????? ?? ???? ?? ????? ?? ?,HOF
Vaise he lagega jaise #NupurSharma ko laga tha jab #shivking pe mazak ban rha tha or usme tumhara mazak bana diya puri duniya me,HOF
Abey kya kaha isne? Nupur ne wahi kaha jo Zakir Naik ne sikhaya URL,NOT
???? ????? ???? ??? ?? ?????? ???? ?? ??? ???? URL,HOF
To ek baar apne abbu ko bhi sun le.... URL,NOT
" 
?????????? URL",HOF
Why the Arabic and Islamic countries are still silent and didn't raise any objection against for the same statement?  URL,HOF
So you believe everything this maulana says ... welcome to the religion brother,HOF
But he doesn’t bark and use abusive words like Randi nuper and proves it according to Quran,HOF
"There was no anger, outrage when their Islamic sholar said the same. URL",HOF
"Before the 19th century 
Adulthood was defined by puberty 
Today, it is not at all atypical for a girl to reach puberty at 10. URL",HOF
"Brainwashed successfully, she was rUSER, avg age of puberty is 14 you dumbUSER",NOT
"Prophet Muhammad (Peace Be Upon Him) married two widows, who were older than him, before he Married Aisha. He only married Aisha after Allah, the only god, commanded him to do so. And after God’s command, all Muslims have no choice to even think of doing it or no.",HOF
"Who told others that allah ordered him to do so.
Prophet himself told this story and married the kid girl.
Amazing",HOF
God's command just like God commanded George Bush to invade Iraq and Afghanistan.,HOF
God's command just like God commanded George Bush to invade Iraq and Afghanistan.,HOF
Hahaha,HOF
??,HOF
In all seriousness of the topic the age of consent was 9 at that time that is why they were engaged when she was 6 and got married when she hit puberty at 9. And it was a consented married both the relatives were agreed. Like in the US the age is minimum is 12 parents consenting.,HOF
"??????   ,,
????????????????????
??????????
?????????? URL",HOF
?? ?? ????? ?????,HOF
"Galat ap bi hn or wo bi hn liken jo es na kaha galat kaha hn 
???? ??? ?? ????? ??? ?? ??? ??? ?? ????? 
?? ????? ???? ?? ????? ??? ???? ??? ?? ?? ?",HOF
"I support Noopur sharma, she spoke truth.",HOF
"It was a social norm that time &amp; even the enemies of our beloved Prophet Muhammad (Peace be upon Him) didn't object about it.

It was an honour for our mother Aisha RA, may Allah be pleased with her. 

Accept Islam or I pity you all for....",HOF
Pedophile popat,HOF
Thumara krishana bagvan be 3000 shadi kiyahana uske baarime be thoda boldo yaar,HOF
"Since you go by your hadeeths, let me go by our texts, Krishna never married thousand women, those thousand women were rescued from the demon Narakasura and the women chose Krishna as her love and husband. There is a difference in Krishna marrying them and they choosing him.",HOF
"Shri Krishna did that just to all gopikas should get the respect they deserve !! 

Like pompet he didn't married a girl when she's 6 and consumate when she's 9 lol",HOF
"I believe that what Nupur Sharma ji said is against any religion. But what he said is 100% true. and the truth is bitter. We are Supported #NupurSharma ""????? ?????"" #ArrestZubair URL",HOF
"Itni beijati kabhi nhi hui India ki international level per, jitni aaj hui iss zahil ki wajah se Sharma pharma,",HOF
Yess URL,HOF
"How do you know ,, what Nurpur sharma said is 100% true ?? Are you expert in Islamic history,, or scholar ??!",HOF
What about  what ram did with 6y old sitaa...,NOT
"Surah Al-Insan, Ayat 04: Yaqeenan humne kafiron ke liye zanjeeren aur tauq aur sholon wali aag tayar kar rakhi hai.....",HOF
"Beta aap hindi me likho,,, aur dusri bat jab kisi chiz ke bare me gyaan na ho apna kutta wala mu band rakho,,,pahle padh lo samjh lo uske bad bhuko,, suni sunaai bat pe ucchalne se kuch ni hota",HOF
What she said was in a abusive way. If you also have the same question then you must watch Dr zakir naik video that why beloved prophet pbuh married a young girl.,HOF
We ??????? nupur ????? URL,HOF
#BoycottIndia,NOT
Tujhe pta Hai Tera Baap Kon Hai ????,HOF
"Don’t listen to the hypocrites. Islamic nations have no democracy, no rule of law, no freedom. They persecute minorities and disrespect human rights like no one else. 

THEY should be criticized! 

The ideology of #Muhammad is offensive and abusive, not the heroic #NupurSharma!",HOF
"Your opinion... 
URL URL",NOT
"Your opinion... 
URL URL",NOT
"sorry, I stopped listening after the first sentence.",HOF
Kutey,NOT
100% agree. Islamic terrorism is going higher day be day. It should be stop. Only India and Israel can't do that. All other nation should be come close to each other and talk on the table.,NOT
And see the irony. All these Muslim nations condemned Nupur but never said that she is wrong.,NOT
Truth is spoken ??,HOF
????,HOF
Well Said. It's rare these days to come across an honest man like you,NOT
"It's a shame when western democracies don't stand up in support of one of the pillers of democracy,  free speech. Have not seen the flag bearers of democracy from the west saying,  she spoke the truth from a book and it's her democratic right. This is where democracy fails.",HOF
"Do not insult Prophet Muhammad (?), this sin is not worth forgiving.",NOT
"You have a free advice that if Muslims all over the world spit on your country, then there will be a flood in your country, so say thoughtfully.",HOF
"Hat's off to you Sir, for highlighting the truth in front of the world in a straight forward manner.",NOT
"truth hurts thanks sir
Jai shree Ram ????",NOT
?? ???? ?? ?? ?? URL,NOT
"We love Prophet Muhammad ?
More than anything &amp; anyone in the world
We can’t compromise on dignity &amp; honour of Hazoor ?
 #???_????_????_??_????",HOF
"Thank you very much sir for supporting the people of India to stand with India, you have exposed Arab Islamic countries who consider themselves champions of religion. People of India should also understand who is not with #NupurSharma who speaks the truth today.!! ??????",NOT
"It's satisfying to see such an intellectual person like you speaking the truth.  India needs more powerful and brave persons like you who can speak the truth as it is.  

Thanks for your support. Love form India??",NOT
"Oh okay, well here goes your opinion URL",NOT
"I always admire you sir
I am from india and we love you so much sir",NOT
come to Pakistan just once come,NOT
Our Five thousand years old Sanatan Dharma ???????? teaches us ???? ?? ?? ?? ????? ?? ??? ?? ????????? ??? ???????? ?? ????? ?? ?????? ??... URL,NOT
Your time is near,HOF
"Thanks for speaking truth as our government officials fear to speak truth about Muhammad 
USER",HOF
"You're so wrong. Completely wrong in your perception &amp; experience. 

Preachers who use religion for their personal cause is what you listen to.

Europe took 200years to reach where they are now. Pls allow 3rd world countries to reach that level of society.",HOF
"Before Saying Something,Do some research Aboutwhom you Aretalking.Prophet Muhammad PBUH BeingTheBestOf Creation Of The Creator Almighty Allah.
There is a list of 100most influential Human On Earth,And Prophet Muhammad PBUH Is On Top.and guess what This List is done by A chirstian",NOT
"85% of the refugees in the world are Muslims .. 58 Islamic countries, why do they go to non-Islamic countries?  Is it coincidence or experiment .. ??",NOT
Be fully confident that we will never forgive everyone who offended our Prophet #Muhammad,HOF
Mohammad give some rules at his last Khutba.and these are the rules  that UN assembly agreed  for every country and for your information Islam is the first religion who told that no ine superior from one another at color &amp; cast..but many years European,HOF
Proud of you sir... And proud of my sister ... We all are With you.... You are right.. You never said anything Wrong... There is 17 islamic countries against this single lady... She is very brave... We are with you and proud of you sister,HOF
"All the Muslims are saying that don't insult #ProphetMuhammad but stating the things written in your own book is insult than it needs correction.
Your own spiritual leaders states the same thing but nobody objects to them.
First you should come to know how your rulers  ruled.",HOF
"Beware, you are the one who is afraid, because we do not fear the blame of the blamer. Prophet of God Muhammad, He came with a religion that taught you a lot. You are too servile to look at you. But we speak with our hearts in which our love for our Prophet Muhammad",HOF
True... URL,HOF
"you judging a case by your time and there big deference between now and 1443 years ago:
1/women grow faster in hot area's than cold one 
2/life time was short lucky people live for 55 so you need to have faster circle of life and death or you tribe will vanish",HOF
"Old times, old customs. Early marriages were a common phenomenon in old times and at that time people hardly kept note of age like we do today. And since contradictory references exist regarding her age, it's only bias that you choose to believe one reference over others.",HOF
"Totally Agreed with your statement. #NupurSharma No media is showing what she has said. She has quoted only which was written in that community books.
Why no media is raising this question??",HOF
"Who are you, nobody knows you. ??",HOF
"And one thing you should know that, our religion taught us to respect other religion. If you want to criticized our Prophet Muhammad S.A.W, i'll be ready to face people like you. If you want fight then i will fight. Dont you dare to disturb our religion. Dont disturb our prophet",HOF
Islam has its own take on the concept of democracy and rule of law. Not everything needs to comply with western standard.,HOF
"??????????

Thanks for speaking global truth ??????",NOT
"Girls aren't even allowed to go to school there, yet they want to lecture us on equality",NOT
Silent dog harami,HOF
"That's what I call a real man
That's courage 
Salute man?????",HOF
Thanks Sir for supporting Hindus and aligning with Truth,NOT
hraam zaada he tu kutty,HOF
Like no other religion islam gave women respect its rights and protection.,NOT
Geert just wait and watch this world won't be forever .this world will finished shortly then Allah Tallah will do the justice .. you will never win against us never ever.,NOT
I am a muslim girl and I am proud of being a muslis.If being a muslim we don't have any problem then what's your URL would you feel if I critisize your prophet?but I am a muslim and I am not taught to do so.,HOF
"U have no knowledge about hazrat Muhammad(SAW) first go and read history,his manners and his way of life,inshallah u will come on right path and will live a  happy life free of depression and All other problems",NOT
"Thank you Sir for Saying the Truth.
??Zakir Naik URL",NOT
"Alhumdulillah i am Muslim and proud to be a part of Islamic community,I don’t want to criticise u cz its against our standards,we are muslims and we never criticizes dogs,we don’t want to wast our words because its in ur nature to bark and nature can’t be denied !",HOF
"""Islam is a religion of violence"" Let us unite in rising Islamic extremism, terrorism, they will end our civilization, or civilization will have to end Islamic terrorism, in the name of religion, other peaceful communities, Hindus,Jews, Christians, Buddhi are victims of genocide.",HOF
"I would appreciate if you could have a glance at the Hindutva ideology, too, which is not much different from that of Mohammad.

Two good people can co-exist peacefully for perpetuity.

A good man and a bad man can co-exist with some friction, and for some time. 2 bad guys? No",HOF
"Did anyone ask you about our religion islam? Why are you barking when you know nothing about our religion. And look who is barking in the comment section as well, who are not even in counting of sensible persons, who worship idols of sand, an animal;cow and drink cow piss 1/2",HOF
"PM is the Biggest Hypocrite.
Modi has betrayed their core Voters.
Change Modi attitude is the biggest threat to Hinduism and Santana Dharma.
Modi is the real enemy of Hindus 

Divided India into caste URL",HOF
"We, as Muslims, are confused now. We do not understand whether we are cowards and will not do anything, or terrorists and murderers..",HOF
One woman 57 muslim country ???? #QatarExposed URL,HOF
ruk beta ruk  zara dheeraj rako dekte hai tumhe bhi,HOF
Log thukk rahe hai isse aur tu tareef kar raha hai. Kis type ka chutiya hai ne tu,HOF
Reality URL,HOF
Phir bhi ghar se bhar naa aari,HOF
It's 1 Prophet entire Humanity &amp; 2 Billion Muslims vs Bhakt brigade,HOF
Hawa nikal gayi hai uski,HOF
Agar mera nabi ka naam hota tho ! Kon haai Nupur sharma pata bhi nahi hota ! ??,HOF
???? ?? 56 ??? ??? ??? ??????,HOF
To ?????????? ga**d? Mara ne ke liye? ?????? ?? ?????? ?????????? ?? ???? ?? ????? gaa___***d? Fati ho? ???? Or ?????????? ????? li h sabko pata h ????????,HOF
